week_ending,scope,scope_value,beds,median_rent,sample_size,p25,p75
2026-05-19,neighborhood,North Brookline,2,3400,49,3000,3795
2026-05-19,neighborhood,North Brookline,3,4943,46,4654,5050
2026-05-19,neighborhood,North Brookline,4+,6395,57,6041,6700
2026-05-19,neighborhood,North Cambridge,2,3761,24,3238,4500
2026-05-19,neighborhood,North End,1,3100,32,2584,3563
2026-05-19,neighborhood,North End,2,3495,47,3200,3850
2026-05-19,neighborhood,North End,3,4875,23,4050,5055
2026-05-19,neighborhood,Oak Square,3,3575,65,3300,3600
2026-05-19,neighborhood,Oak Square,4+,4400,44,3988,4900
2026-05-19,neighborhood,Riverside,1,3038,26,2881,3400
2026-05-19,neighborhood,Riverside,2,3800,33,3500,4350
2026-05-19,neighborhood,Roslindale,2,3150,28,2913,3238
2026-05-19,neighborhood,Roxbury,1,2600,21,2250,3050
2026-05-19,neighborhood,Roxbury,2,3800,93,2900,4100
2026-05-19,neighborhood,Roxbury,3,4100,100,3600,5250
2026-05-19,neighborhood,Roxbury,4+,5150,75,4075,6500
2026-05-19,neighborhood,South Boston,1,3000,51,2748,3300
2026-05-19,neighborhood,South Boston,2,3850,101,3500,4357
2026-05-19,neighborhood,South Boston,3,5100,56,4538,5900
2026-05-19,neighborhood,South End,0,2300,25,2300,2500
2026-05-19,neighborhood,South End,1,3345,69,2900,3800
2026-05-19,neighborhood,South End,2,4200,65,3650,4575
2026-05-19,neighborhood,South End,3,5000,25,4500,5400
2026-05-19,neighborhood,South Medford,4+,5923,24,4995,6074
2026-05-19,neighborhood,Spring Hill,0,2250,22,2113,2469
2026-05-19,neighborhood,Spring Hill,1,2700,29,2550,3125
2026-05-19,neighborhood,Spring Hill,2,3475,30,2888,3656
2026-05-19,neighborhood,Spring Hill,3,4150,38,3961,4650
2026-05-19,neighborhood,Spring Hill,4+,4900,21,4600,5700
2026-05-19,neighborhood,Ward Two,2,3606,28,3056,3950
2026-05-19,neighborhood,Ward Two,3,4150,29,3195,4400
2026-05-19,neighborhood,West Cambridge,1,2900,20,2735,3125
2026-05-19,neighborhood,Winter Hill,2,3150,22,2996,3483
