week_ending,scope,scope_value,beds,median_rent,sample_size,p25,p75
2026-05-12,neighborhood,South End,3,4650,21,4400,5100
2026-05-12,neighborhood,South Medford,4+,5850,25,4995,6000
2026-05-12,neighborhood,Spring Hill,0,2250,22,2113,2469
2026-05-12,neighborhood,Spring Hill,1,2700,30,2550,3119
2026-05-12,neighborhood,Spring Hill,2,3500,29,2850,3675
2026-05-12,neighborhood,Spring Hill,3,4150,39,3973,4600
2026-05-12,neighborhood,Spring Hill,4+,4800,20,4575,5750
2026-05-12,neighborhood,Ward Two,2,3700,29,3075,4100
2026-05-12,neighborhood,Ward Two,3,4200,30,3196,4475
2026-05-12,neighborhood,West Cambridge,1,2900,20,2735,2925
2026-05-12,neighborhood,Winter Hill,2,3100,21,3000,3475
