week_ending,scope,scope_value,beds,median_rent,sample_size,p25,p75
2026-06-16,neighborhood,Dorchester,3,3350,139,3000,3600
2026-06-16,neighborhood,Dorchester,4+,3750,83,3600,4200
2026-06-16,neighborhood,East Boston,1,2388,56,2100,2800
2026-06-16,neighborhood,East Boston,2,2925,130,2700,3138
2026-06-16,neighborhood,East Boston,3,3200,28,2950,3450
2026-06-16,neighborhood,East Boston,4+,4000,29,3700,4400
2026-06-16,neighborhood,Fenway,0,2400,207,2250,2500
2026-06-16,neighborhood,Fenway,1,2800,294,2504,3100
2026-06-16,neighborhood,Fenway,2,3725,204,3338,4100
2026-06-16,neighborhood,Fenway,3,5025,80,4750,5600
2026-06-16,neighborhood,Hyde Park,2,2700,22,2500,2875
2026-06-16,neighborhood,Jamaica Plain,1,2400,28,2188,2650
2026-06-16,neighborhood,Jamaica Plain,2,3150,47,2900,3500
2026-06-16,neighborhood,Jamaica Plain,3,3600,52,3344,3909
2026-06-16,neighborhood,Jamaica Plain,4+,5000,43,4325,5538
2026-06-16,neighborhood,Longwood,0,2395,29,2195,2450
2026-06-16,neighborhood,Longwood,1,3000,31,2795,3150
2026-06-16,neighborhood,Mission Hill,0,2200,27,1950,2275
2026-06-16,neighborhood,Mission Hill,1,2400,47,2348,2875
2026-06-16,neighborhood,Mission Hill,2,3000,61,2800,3400
2026-06-16,neighborhood,Mission Hill,3,4400,58,3900,4927
2026-06-16,neighborhood,Mission Hill,4+,6300,131,5400,7163
2026-06-16,neighborhood,North Brookline,1,2713,32,2500,2924
2026-06-16,neighborhood,North Brookline,2,3250,40,2988,3800
2026-06-16,neighborhood,North Brookline,3,4950,31,4588,5126
2026-06-16,neighborhood,North Brookline,4+,6350,48,5688,6600
2026-06-16,neighborhood,North End,1,3100,43,2630,3800
2026-06-16,neighborhood,North End,2,3900,83,3425,5000
2026-06-16,neighborhood,North End,3,4650,23,3900,5000
2026-06-16,neighborhood,Oak Square,3,3538,64,3200,3600
2026-06-16,neighborhood,Oak Square,4+,4600,43,4100,5300
2026-06-16,neighborhood,Roslindale,1,2800,20,2505,2825
2026-06-16,neighborhood,Roslindale,2,3008,35,2700,3250
2026-06-16,neighborhood,Roxbury,1,2625,22,2325,2988
2026-06-16,neighborhood,Roxbury,2,3800,92,2894,4125
2026-06-16,neighborhood,Roxbury,3,3995,107,3438,5150
2026-06-16,neighborhood,Roxbury,4+,5150,71,4198,6600
2026-06-16,neighborhood,Somerville,0,2335,58,2175,2550
2026-06-16,neighborhood,Somerville,1,2700,121,2500,3000
2026-06-16,neighborhood,Somerville,2,3300,188,2999,3700
2026-06-16,neighborhood,Somerville,3,4075,166,3600,4400
2026-06-16,neighborhood,Somerville,4+,4975,127,4600,5500
2026-06-16,neighborhood,South Boston,0,2425,22,2163,2756
2026-06-16,neighborhood,South Boston,1,3000,66,2600,3288
2026-06-16,neighborhood,South Boston,2,3750,159,3400,4250
2026-06-16,neighborhood,South Boston,3,4975,74,4300,5588
2026-06-16,neighborhood,South Boston,4+,6100,30,4900,6388
2026-06-16,neighborhood,South End,0,2400,33,2300,2800
2026-06-16,neighborhood,South End,1,3350,81,2850,3950
2026-06-16,neighborhood,South End,2,4200,86,3675,4950
2026-06-16,neighborhood,South End,3,5100,31,4600,5675
2026-06-16,neighborhood,South Medford,4+,5400,21,4995,6000
