week_ending,scope,scope_value,beds,median_rent,sample_size,p25,p75
2026-06-23,neighborhood,Mission Hill,1,2400,45,2300,2875
2026-06-23,neighborhood,Mission Hill,2,3000,55,2800,3448
2026-06-23,neighborhood,Mission Hill,3,4413,50,3925,4800
2026-06-23,neighborhood,Mission Hill,4+,6350,106,5313,7394
2026-06-23,neighborhood,North Brookline,1,2795,25,2525,2900
2026-06-23,neighborhood,North Brookline,2,3450,38,3025,3800
2026-06-23,neighborhood,North Brookline,3,4943,26,4594,5128
2026-06-23,neighborhood,North Brookline,4+,6500,38,6043,6600
2026-06-23,neighborhood,North End,1,3025,40,2608,3800
2026-06-23,neighborhood,North End,2,3950,71,3425,5270
2026-06-23,neighborhood,North End,3,4763,20,3900,5013
2026-06-23,neighborhood,Oak Square,3,3500,56,3200,3600
2026-06-23,neighborhood,Oak Square,4+,4600,33,4100,5200
2026-06-23,neighborhood,Roslindale,2,3000,27,2625,3213
2026-06-23,neighborhood,Roxbury,2,3800,76,2869,4100
2026-06-23,neighborhood,Roxbury,3,3995,95,3400,5100
2026-06-23,neighborhood,Roxbury,4+,5175,56,4296,6638
2026-06-23,neighborhood,Somerville,0,2348,46,2200,2550
2026-06-23,neighborhood,Somerville,1,2700,103,2500,3000
2026-06-23,neighborhood,Somerville,2,3400,175,3000,3795
2026-06-23,neighborhood,Somerville,3,4000,151,3600,4400
2026-06-23,neighborhood,Somerville,4+,4850,99,4536,5400
2026-06-23,neighborhood,South Boston,0,2400,21,2150,2800
2026-06-23,neighborhood,South Boston,1,2995,63,2600,3275
2026-06-23,neighborhood,South Boston,2,3750,151,3400,4379
2026-06-23,neighborhood,South Boston,3,4995,73,4300,5600
2026-06-23,neighborhood,South Boston,4+,6000,31,4900,6300
2026-06-23,neighborhood,South End,0,2390,30,2296,2688
2026-06-23,neighborhood,South End,1,3400,73,2850,3950
2026-06-23,neighborhood,South End,2,4125,67,3775,4685
2026-06-23,neighborhood,South End,3,5050,29,4600,6150
