week_ending,scope,scope_value,beds,median_rent,sample_size,p25,p75
2026-06-10,neighborhood,Coolidge Corner,0,2900,28,2371,3024
2026-06-10,neighborhood,Coolidge Corner,1,3015,110,2700,3365
2026-06-10,neighborhood,Coolidge Corner,2,3800,88,3475,4200
2026-06-10,neighborhood,Coolidge Corner,3,4700,45,4500,5035
2026-06-10,neighborhood,Coolidge Corner,4+,5900,42,5000,6500
2026-06-10,neighborhood,Corey Hill,1,2675,23,2250,3193
2026-06-10,neighborhood,Corey Hill,2,3195,23,3170,3248
2026-06-10,neighborhood,Dorchester,1,2565,42,2308,3034
2026-06-10,neighborhood,Dorchester,2,2850,109,2600,3300
2026-06-10,neighborhood,Dorchester,3,3350,134,3000,3600
2026-06-10,neighborhood,Dorchester,4+,3800,84,3600,4213
2026-06-10,neighborhood,East Boston,1,2400,50,2200,2800
2026-06-10,neighborhood,East Boston,2,2900,123,2650,3038
2026-06-10,neighborhood,East Boston,3,3200,27,2850,3400
2026-06-10,neighborhood,East Boston,4+,4000,29,3700,4400
2026-06-10,neighborhood,Fenway,0,2400,203,2250,2500
2026-06-10,neighborhood,Fenway,1,2838,298,2518,3100
2026-06-10,neighborhood,Fenway,2,3725,200,3338,4100
2026-06-10,neighborhood,Fenway,3,4995,88,4688,5519
2026-06-10,neighborhood,Jamaica Plain,1,2495,27,2200,2650
2026-06-10,neighborhood,Jamaica Plain,2,3125,46,2900,3438
2026-06-10,neighborhood,Jamaica Plain,3,3600,48,3344,3963
2026-06-10,neighborhood,Jamaica Plain,4+,4950,46,4150,5556
2026-06-10,neighborhood,Longwood,0,2395,27,2145,2450
2026-06-10,neighborhood,Longwood,1,3000,30,2795,3188
2026-06-10,neighborhood,Medford,4+,4800,21,4400,5600
2026-06-10,neighborhood,Mission Hill,0,2200,28,1950,2300
2026-06-10,neighborhood,Mission Hill,1,2450,48,2371,2875
2026-06-10,neighborhood,Mission Hill,2,3000,54,2800,3499
2026-06-10,neighborhood,Mission Hill,3,4425,59,3950,4904
2026-06-10,neighborhood,Mission Hill,4+,6300,138,5363,6950
2026-06-10,neighborhood,North Brookline,1,2725,31,2513,2948
2026-06-10,neighborhood,North Brookline,2,3500,46,3100,3800
2026-06-10,neighborhood,North Brookline,3,4935,38,4613,5088
2026-06-10,neighborhood,North Brookline,4+,6395,54,5785,6685
2026-06-10,neighborhood,North End,1,3200,43,2605,3800
2026-06-10,neighborhood,North End,2,3750,83,3425,4850
2026-06-10,neighborhood,North End,3,4763,22,3925,5000
2026-06-10,neighborhood,Oak Square,3,3575,65,3200,3600
2026-06-10,neighborhood,Oak Square,4+,4550,42,4100,5350
2026-06-10,neighborhood,Roslindale,2,3125,32,2725,3238
2026-06-10,neighborhood,Roxbury,1,2650,27,2275,3000
2026-06-10,neighborhood,Roxbury,2,3800,99,2900,4100
2026-06-10,neighborhood,Roxbury,3,4000,102,3600,5238
2026-06-10,neighborhood,Roxbury,4+,5200,75,4150,6500
2026-06-10,neighborhood,Somerville,0,2348,58,2175,2554
2026-06-10,neighborhood,Somerville,1,2700,121,2500,3000
2026-06-10,neighborhood,Somerville,2,3300,204,2984,3713
2026-06-10,neighborhood,Somerville,3,4100,168,3638,4500
2026-06-10,neighborhood,Somerville,4+,4995,133,4700,5500
2026-06-10,neighborhood,South Boston,0,2500,20,2188,2825
2026-06-10,neighborhood,South Boston,1,3000,61,2600,3300
2026-06-10,neighborhood,South Boston,2,3800,158,3400,4284
2026-06-10,neighborhood,South Boston,3,5075,75,4500,5775
2026-06-10,neighborhood,South Boston,4+,6200,30,4900,6663
2026-06-10,neighborhood,South End,0,2400,30,2300,2788
2026-06-10,neighborhood,South End,1,3150,72,2838,3820
2026-06-10,neighborhood,South End,2,4200,79,3725,4685
2026-06-10,neighborhood,South End,3,5150,30,4600,5738
2026-06-10,neighborhood,South Medford,4+,5625,22,4995,6000
2026-06-10,neighborhood,West Roxbury,2,2800,21,2600,3600
